Company Name,Type of Company,Year of Establishment,Registration Number,GST Number,PAN Number,Head Office District,Contact Number,Official Email,Website,Branch Office Locations,Owner / MD Name,Key Decision Maker,Total Employees,Organizational Structure,Board of Directors,Nature of Business,Core Specialization,Service Areas,Years of Experience,Avg Projects Per Year,Avg Annual Turnover (Rs.),Net Worth (Rs.),Financial Stability,Financial Commitments,Total Engineers,Total Technical Staff,Major Machinery,Equipment Capacity,Total Projects Completed,Blacklisting History,Legal Disputes,ISO Certification,Safety Compliance,Environmental Compliance,Labour Law Compliance
Square Infra Solutions 57,Ltd,1999,PAPO2E150E,4XVMKDKS9FXL4OG,ZAUXQFT8FT,Namakkal,9625636106,squareinfrasolutions57@example.com,www.squareinfra57.com,Kanniyakumari,Owner 57,MD 57,65,Hierarchical,"Director A57, Director B57",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,12,13,261686372,76691997,At Risk,7632403,9,139,"Excavators, Cranes, Concrete Mixers",Medium,257,No,No,ISO 9001,Low,Partial,Partial
Square Infra Solutions 58,Ltd,1998,D67LV6LYEA,CQR87QVCAI2NKBA,JLX91KLJZ6,Tenkasi,9135712645,squareinfrasolutions58@example.com,www.squareinfra58.com,Kancheepuram,Owner 58,MD 58,110,Hierarchical,"Director A58, Director B58",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,6,5,329832579,116453920,Stable,46201475,72,75,"Excavators, Cranes, Concrete Mixers",Low,177,Yes,Yes,ISO 9001,High,Non-Compliant,Compliant
Square Infra Solutions 59,Pvt Ltd,1997,XLIF507PGM,KJB7SNOYMW9UWP3,6MH9DUPFXZ,Namakkal,9947356581,squareinfrasolutions59@example.com,www.squareinfra59.com,Thanjavur,Owner 59,MD 59,393,Hierarchical,"Director A59, Director B59",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,22,411042897,76015446,At Risk,21578203,29,44,"Excavators, Cranes, Concrete Mixers",High,200,No,No,ISO 14001,Medium,Compliant,Partial
Square Infra Solutions 60,Ltd,2008,HPEZ4CTOF8,GIGEDMCGB84WFI9,JAQEA4377C,Virudhunagar,9141438188,squareinfrasolutions60@example.com,www.squareinfra60.com,Tiruvallur,Owner 60,MD 60,42,Hierarchical,"Director A60, Director B60",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,11,14,48851698,157668161,Stable,32555203,84,115,"Excavators, Cranes, Concrete Mixers",High,239,No,Yes,ISO 9001,Medium,Partial,Partial
Square Infra Solutions 61,Ltd,1996,CCUCT9C2C6,RRKNGFRDYKE7Z5E,91VCVBTTVE,Tirunelveli,9081867490,squareinfrasolutions61@example.com,www.squareinfra61.com,Salem,Owner 61,MD 61,224,Hierarchical,"Director A61, Director B61",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,18,15,325865770,13214890,At Risk,43080969,24,187,"Excavators, Cranes, Concrete Mixers",High,99,Yes,No,ISO 45001,High,Non-Compliant,Compliant
Square Infra Solutions 62,Partnership,1996,JMXHZUT3GC,QJA6JPYD02AVQ0G,4U0Y0D2JL7,Vellore,9590211189,squareinfrasolutions62@example.com,www.squareinfra62.com,Tirunelveli,Owner 62,MD 62,130,Hierarchical,"Director A62, Director B62",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,25,25,237888950,227519039,Stable,21911146,8,137,"Excavators, Cranes, Concrete Mixers",High,63,Yes,Yes,ISO 9001,Medium,Compliant,Compliant
Square Infra Solutions 63,Pvt Ltd,2003,F0XLAXTIKL,Q5KGCKI6JAZKATH,5NNTAZPWLQ,Ramanathapuram,9294080742,squareinfrasolutions63@example.com,www.squareinfra63.com,Theni,Owner 63,MD 63,441,Hierarchical,"Director A63, Director B63",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,15,23,207038327,147205743,Moderate,38683485,25,141,"Excavators, Cranes, Concrete Mixers",High,185,Yes,Yes,Not Certified,High,Non-Compliant,Partial
Square Infra Solutions 64,Ltd,2013,B9OJ1OS9KM,3RUHW5HGB6IFMV9,U75OU4TL5M,Ramanathapuram,9570422142,squareinfrasolutions64@example.com,www.squareinfra64.com,Tiruvannamalai,Owner 64,MD 64,89,Hierarchical,"Director A64, Director B64",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,16,18,417561363,51483471,At Risk,19257307,89,57,"Excavators, Cranes, Concrete Mixers",High,285,Yes,No,ISO 45001,Medium,Compliant,Partial
Square Infra Solutions 65,Proprietorship,1995,XWFKVUO2HY,8ODH9MQJNYD6DSC,EFUJ9KW9KE,Sivaganga,9036844085,squareinfrasolutions65@example.com,www.squareinfra65.com,Tiruvannamalai,Owner 65,MD 65,262,Hierarchical,"Director A65, Director B65",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,29,11,247548744,164271521,Stable,2975475,69,141,"Excavators, Cranes, Concrete Mixers",High,161,Yes,No,ISO 45001,Medium,Compliant,Non-Compliant
Square Infra Solutions 66,Pvt Ltd,2005,ENUIXZXUCY,ZKDCL5ZO4168XJK,RD2TYNM84H,Karur,9605981558,squareinfrasolutions66@example.com,www.squareinfra66.com,Namakkal,Owner 66,MD 66,63,Hierarchical,"Director A66, Director B66",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,11,7,244093167,70363095,Stable,17625196,58,109,"Excavators, Cranes, Concrete Mixers",Medium,154,No,Yes,Not Certified,Medium,Non-Compliant,Compliant
Square Infra Solutions 67,Pvt Ltd,2002,8NGGXFOGYV,EJVHOX2RINDOEE0,HZS3DL6ECF,Tirunelveli,9216086217,squareinfrasolutions67@example.com,www.squareinfra67.com,Virudhunagar,Owner 67,MD 67,445,Hierarchical,"Director A67, Director B67",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,12,21,64312467,161214818,At Risk,1116228,12,171,"Excavators, Cranes, Concrete Mixers",High,49,No,Yes,Not Certified,Low,Compliant,Non-Compliant
Square Infra Solutions 68,Ltd,1999,SX62RGRDGF,3J585Y0DXO7I0WU,PJO8D7IRD0,Coimbatore,9068160487,squareinfrasolutions68@example.com,www.squareinfra68.com,Madurai,Owner 68,MD 68,155,Hierarchical,"Director A68, Director B68",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,8,290000789,225608094,At Risk,45109603,86,95,"Excavators, Cranes, Concrete Mixers",Low,198,No,Yes,Not Certified,Low,Compliant,Non-Compliant
Square Infra Solutions 69,Ltd,2019,54TQ109U2X,JI1ZSKUAWCB2M2T,OBCVGOB9TA,Tiruvallur,9270663818,squareinfrasolutions69@example.com,www.squareinfra69.com,Dindigul,Owner 69,MD 69,253,Hierarchical,"Director A69, Director B69",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,17,8,123567542,254444557,Stable,31423697,82,164,"Excavators, Cranes, Concrete Mixers",High,5,No,Yes,ISO 45001,Medium,Compliant,Partial
Square Infra Solutions 70,Proprietorship,2021,SGQGS6F0XR,DA7RB0QY9L0637D,3F8T55OUD5,Tiruvarur,9786289266,squareinfrasolutions70@example.com,www.squareinfra70.com,Mayiladuthurai,Owner 70,MD 70,283,Hierarchical,"Director A70, Director B70",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,6,19,161421899,20750407,At Risk,18027301,8,186,"Excavators, Cranes, Concrete Mixers",Medium,272,No,No,Multiple,Medium,Non-Compliant,Partial
Square Infra Solutions 71,Ltd,2011,4Q8M5NONO1,ILAKO0E77DYD2QE,SFIHTGRMCJ,Krishnagiri,9624929456,squareinfrasolutions71@example.com,www.squareinfra71.com,Ramanathapuram,Owner 71,MD 71,280,Hierarchical,"Director A71, Director B71",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,17,9,24500492,280724642,Stable,33238483,67,133,"Excavators, Cranes, Concrete Mixers",Medium,12,Yes,Yes,ISO 9001,Medium,Non-Compliant,Compliant
Square Infra Solutions 72,Proprietorship,2007,TD5U8JV7R2,37PNKIN1J9LY43C,A1GJ62J6M6,Dindigul,9932528046,squareinfrasolutions72@example.com,www.squareinfra72.com,Sivaganga,Owner 72,MD 72,220,Hierarchical,"Director A72, Director B72",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,27,23,201543394,200218903,Stable,8876145,34,47,"Excavators, Cranes, Concrete Mixers",Medium,142,Yes,No,ISO 45001,Low,Compliant,Non-Compliant
Square Infra Solutions 73,Partnership,1995,P4RDNWBIV0,SUQCF56O7GL8H8Z,I4ICP8LEEW,Tiruchirappalli,9847422796,squareinfrasolutions73@example.com,www.squareinfra73.com,Coimbatore,Owner 73,MD 73,323,Hierarchical,"Director A73, Director B73",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,19,318132820,148637500,Stable,20558594,8,160,"Excavators, Cranes, Concrete Mixers",Low,276,No,Yes,Multiple,Low,Partial,Compliant
Square Infra Solutions 74,Ltd,2016,4VM4MZ0YFT,7QOP8H5NBGQSY12,0I69DOKT0F,Mayiladuthurai,9435923232,squareinfrasolutions74@example.com,www.squareinfra74.com,Thoothukudi,Owner 74,MD 74,302,Hierarchical,"Director A74, Director B74",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,28,22,479078435,254859362,Stable,11146515,53,39,"Excavators, Cranes, Concrete Mixers",Low,126,No,Yes,ISO 14001,High,Non-Compliant,Partial
Square Infra Solutions 75,Pvt Ltd,2004,IL80GUE23D,2AZZFZ6AQEK2YZO,G94OVS8V4K,Chennai,9125889204,squareinfrasolutions75@example.com,www.squareinfra75.com,Pudukkottai,Owner 75,MD 75,28,Hierarchical,"Director A75, Director B75",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,4,15,190607291,130030348,Moderate,17799073,73,168,"Excavators, Cranes, Concrete Mixers",Low,143,Yes,Yes,ISO 45001,Low,Compliant,Compliant
Square Infra Solutions 76,Ltd,2022,IGEBVTC65P,HSEXYVT230VDZAM,N3O3ZGMCO1,Nagapattinam,9912141875,squareinfrasolutions76@example.com,www.squareinfra76.com,Tenkasi,Owner 76,MD 76,311,Hierarchical,"Director A76, Director B76",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,5,16,310563940,107004556,Stable,42645466,11,35,"Excavators, Cranes, Concrete Mixers",High,133,Yes,No,ISO 9001,Low,Compliant,Compliant
Square Infra Solutions 77,Proprietorship,1996,XPUGUUU8I1,Z0QSYVK2I7BH1OB,4KZVAG6L9W,Cuddalore,9697072566,squareinfrasolutions77@example.com,www.squareinfra77.com,Tirupathur,Owner 77,MD 77,68,Hierarchical,"Director A77, Director B77",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,2,11,365224443,58638782,Stable,15809804,17,60,"Excavators, Cranes, Concrete Mixers",Medium,228,No,No,ISO 9001,Low,Compliant,Partial
Square Infra Solutions 78,Ltd,2003,QMK1T8KUGP,WTKY0YNGWMKDFQM,YCMEKMEIWF,Tiruvallur,9911980484,squareinfrasolutions78@example.com,www.squareinfra78.com,Nagapattinam,Owner 78,MD 78,307,Hierarchical,"Director A78, Director B78",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,14,18,29230950,185692557,Moderate,14269738,16,67,"Excavators, Cranes, Concrete Mixers",Medium,27,Yes,No,Multiple,Low,Compliant,Non-Compliant
Square Infra Solutions 79,Pvt Ltd,1995,B0HNSHTPHE,TYVXH26V43OE6ZB,FNMFJOHKHX,Ramanathapuram,9975179749,squareinfrasolutions79@example.com,www.squareinfra79.com,Tenkasi,Owner 79,MD 79,359,Hierarchical,"Director A79, Director B79",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,30,7,89758332,142026196,Stable,25385977,30,24,"Excavators, Cranes, Concrete Mixers",Low,114,Yes,No,ISO 14001,Medium,Compliant,Compliant
Square Infra Solutions 80,Pvt Ltd,2011,SG0EJ3DATF,1AYLJMF8RWYHJ6B,XB55X9JSTE,Tirunelveli,9699898197,squareinfrasolutions80@example.com,www.squareinfra80.com,Ariyalur,Owner 80,MD 80,387,Hierarchical,"Director A80, Director B80",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,10,11,277228051,216600386,Moderate,22776122,23,186,"Excavators, Cranes, Concrete Mixers",High,28,Yes,Yes,Not Certified,High,Compliant,Compliant
Square Infra Solutions 81,Ltd,2021,ZPNS93SMTG,IM0YI3G2NPZUG51,WDYJVN322N,Tirupathur,9617131260,squareinfrasolutions81@example.com,www.squareinfra81.com,Krishnagiri,Owner 81,MD 81,154,Hierarchical,"Director A81, Director B81",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,2,8,432685985,124714087,At Risk,18366705,87,32,"Excavators, Cranes, Concrete Mixers",Medium,47,Yes,Yes,Not Certified,Low,Partial,Compliant
Square Infra Solutions 82,Ltd,2010,E7O2450N7T,LWUKJ6642XGDHMW,BXYZ1G55BB,Coimbatore,9341729943,squareinfrasolutions82@example.com,www.squareinfra82.com,Coimbatore,Owner 82,MD 82,247,Hierarchical,"Director A82, Director B82",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,12,25,33934823,160479198,Moderate,28630115,84,69,"Excavators, Cranes, Concrete Mixers",High,268,No,Yes,Not Certified,Low,Compliant,Partial
Square Infra Solutions 83,Ltd,1997,L4FPHST1QS,BISXPY6SC4WXV3A,QJU8P5DVK3,Tiruvannamalai,9243041357,squareinfrasolutions83@example.com,www.squareinfra83.com,Chennai,Owner 83,MD 83,215,Hierarchical,"Director A83, Director B83",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,9,18,355603833,188988457,Stable,21276553,61,113,"Excavators, Cranes, Concrete Mixers",High,144,No,Yes,ISO 14001,Low,Compliant,Non-Compliant
Square Infra Solutions 84,Ltd,2006,UQN9OC37CP,IQNLUP4ZPENC366,W8G1O84COV,Tiruvarur,9982422688,squareinfrasolutions84@example.com,www.squareinfra84.com,Karur,Owner 84,MD 84,353,Hierarchical,"Director A84, Director B84",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,25,3,133005059,234485249,Moderate,44284485,97,68,"Excavators, Cranes, Concrete Mixers",Low,91,Yes,No,ISO 45001,Low,Compliant,Compliant
Square Infra Solutions 85,Pvt Ltd,1998,KOW6BCNZJD,JXBP06W26ZBDE89,0SMB3Q2YCQ,Chennai,9510363442,squareinfrasolutions85@example.com,www.squareinfra85.com,Tirupathur,Owner 85,MD 85,127,Hierarchical,"Director A85, Director B85",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,24,6,240064838,136645970,Moderate,12362074,87,50,"Excavators, Cranes, Concrete Mixers",High,68,Yes,No,ISO 45001,High,Non-Compliant,Compliant
Square Infra Solutions 86,Ltd,2012,18XGD3AMGP,WT1YCKNKT5BZPJG,ITC0GP1INL,Theni,9792983021,squareinfrasolutions86@example.com,www.squareinfra86.com,Tirunelveli,Owner 86,MD 86,305,Hierarchical,"Director A86, Director B86",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,11,24,259680972,58266943,At Risk,6169269,81,123,"Excavators, Cranes, Concrete Mixers",Medium,200,No,No,ISO 9001,Medium,Compliant,Compliant
Square Infra Solutions 87,Proprietorship,2000,ILRT4YRGIL,8NAZBKJ390PVT5D,0YGD99I5RO,Thanjavur,9859976973,squareinfrasolutions87@example.com,www.squareinfra87.com,Tiruvannamalai,Owner 87,MD 87,467,Hierarchical,"Director A87, Director B87",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,2,455317649,135828722,Stable,11799582,50,166,"Excavators, Cranes, Concrete Mixers",High,216,No,Yes,ISO 14001,High,Partial,Partial
Square Infra Solutions 88,Partnership,2012,XAEV1OS1UC,0LG620Q4WIKCKHB,K8LQVFJZIC,Kancheepuram,9388177700,squareinfrasolutions88@example.com,www.squareinfra88.com,Dindigul,Owner 88,MD 88,203,Hierarchical,"Director A88, Director B88",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,19,2,139987808,122355169,At Risk,40271676,6,168,"Excavators, Cranes, Concrete Mixers",High,172,Yes,No,ISO 14001,Low,Non-Compliant,Compliant
Square Infra Solutions 89,Ltd,1996,FS3JLPHGMU,KGFSQ3VN9JIFR7E,JOT4IDH86K,Pudukkottai,9393915662,squareinfrasolutions89@example.com,www.squareinfra89.com,Tiruvallur,Owner 89,MD 89,457,Hierarchical,"Director A89, Director B89",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,23,14,63902245,207287902,Moderate,27701631,32,124,"Excavators, Cranes, Concrete Mixers",High,229,No,Yes,ISO 14001,Medium,Compliant,Non-Compliant
Square Infra Solutions 90,Partnership,2022,DW3KJNJ3P7,AGAEMFLBIGFA1FX,9PAXPRBAKH,Dindigul,9242026847,squareinfrasolutions90@example.com,www.squareinfra90.com,Kanniyakumari,Owner 90,MD 90,240,Hierarchical,"Director A90, Director B90",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,16,18,442463138,220972705,Stable,33637805,25,180,"Excavators, Cranes, Concrete Mixers",High,42,Yes,Yes,Not Certified,Medium,Non-Compliant,Compliant
Square Infra Solutions 91,Partnership,1995,404LAYIGOL,UQ90VMCHUO7A70A,QAEUHE7R00,Erode,9237627796,squareinfrasolutions91@example.com,www.squareinfra91.com,Tiruvarur,Owner 91,MD 91,134,Hierarchical,"Director A91, Director B91",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,21,22,268818154,47385912,At Risk,35473063,61,46,"Excavators, Cranes, Concrete Mixers",Low,170,Yes,No,ISO 9001,High,Compliant,Compliant
Square Infra Solutions 92,Proprietorship,2016,413MZGU7UM,5129RF5ZDHHZQ1E,AN2YRMIV72,Mayiladuthurai,9402394046,squareinfrasolutions92@example.com,www.squareinfra92.com,Nagapattinam,Owner 92,MD 92,23,Hierarchical,"Director A92, Director B92",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,12,8,97692238,26129299,At Risk,30241116,72,47,"Excavators, Cranes, Concrete Mixers",High,273,Yes,Yes,ISO 9001,High,Compliant,Partial
Square Infra Solutions 93,Ltd,2003,3KTXJU8V1L,IPYU3PF8VOE51CW,WA4UFCFY9F,Chennai,9385170078,squareinfrasolutions93@example.com,www.squareinfra93.com,Salem,Owner 93,MD 93,320,Hierarchical,"Director A93, Director B93",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,5,24,50904825,97038800,At Risk,7433500,43,182,"Excavators, Cranes, Concrete Mixers",Medium,233,Yes,Yes,Not Certified,Low,Compliant,Compliant
Square Infra Solutions 94,Partnership,2000,LHKSRCAYER,HYLUKX5X5ZA12LG,V7U00BGAZA,Chennai,9999338511,squareinfrasolutions94@example.com,www.squareinfra94.com,Krishnagiri,Owner 94,MD 94,341,Hierarchical,"Director A94, Director B94",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,12,21,42179464,239163594,Moderate,7891772,30,146,"Excavators, Cranes, Concrete Mixers",Low,113,No,No,ISO 45001,Low,Compliant,Compliant
Square Infra Solutions 95,Proprietorship,2019,UU6LRI6TQQ,PC6TN1H3CCADLYX,RC07PI0J19,Kallakurichi,9491181220,squareinfrasolutions95@example.com,www.squareinfra95.com,Ranipet,Owner 95,MD 95,95,Hierarchical,"Director A95, Director B95",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,18,15,353205319,34951320,Moderate,38072426,59,30,"Excavators, Cranes, Concrete Mixers",High,113,Yes,No,ISO 14001,High,Compliant,Non-Compliant
Square Infra Solutions 96,Partnership,2000,ASYLCTAGX9,Q3S90ZJ3A7J0RQJ,1Q09K6G7NE,Tiruvallur,9136847849,squareinfrasolutions96@example.com,www.squareinfra96.com,Kancheepuram,Owner 96,MD 96,373,Hierarchical,"Director A96, Director B96",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,14,22,410803911,269799614,At Risk,34827248,8,200,"Excavators, Cranes, Concrete Mixers",Medium,132,No,No,ISO 14001,Low,Partial,Compliant
Square Infra Solutions 97,Ltd,2006,QKXLQ4B0Z1,WAZHZ3Z2TQENAKE,YAFMCP01U0,Ariyalur,9126339959,squareinfrasolutions97@example.com,www.squareinfra97.com,Tiruvarur,Owner 97,MD 97,91,Hierarchical,"Director A97, Director B97",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,10,11,266066848,151059558,Stable,19951148,27,23,"Excavators, Cranes, Concrete Mixers",High,115,Yes,No,Not Certified,Low,Compliant,Non-Compliant
Square Infra Solutions 98,Ltd,2018,73X30M2D90,MEZRCZ48XZ6SG0O,1Y9HQO0H9K,Dindigul,9394699839,squareinfrasolutions98@example.com,www.squareinfra98.com,Chennai,Owner 98,MD 98,255,Hierarchical,"Director A98, Director B98",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,14,24,242689541,132041996,Moderate,30044727,37,158,"Excavators, Cranes, Concrete Mixers",High,247,No,Yes,ISO 9001,Medium,Compliant,Non-Compliant
Square Infra Solutions 99,Partnership,2005,NXCUW7YTYP,LJ9TJIZ0FAYLEGC,OVXUSWOFZX,Theni,9637833085,squareinfrasolutions99@example.com,www.squareinfra99.com,Tiruppur,Owner 99,MD 99,287,Hierarchical,"Director A99, Director B99",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,9,380139702,74676696,At Risk,1741571,31,169,"Excavators, Cranes, Concrete Mixers",Medium,148,No,No,ISO 45001,Medium,Partial,Compliant
Square Infra Solutions 100,Ltd,1999,1D6TX6T067,3L72R17H8U94JH4,PO05G95VN6,Krishnagiri,9796958729,squareinfrasolutions100@example.com,www.squareinfra100.com,Nilgiris,Owner 100,MD 100,143,Hierarchical,"Director A100, Director B100",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,7,10,79346046,36623067,Stable,14313548,82,120,"Excavators, Cranes, Concrete Mixers",Medium,178,No,Yes,ISO 45001,Low,Partial,Partial
Square Infra Solutions 101,Partnership,2004,75ZZH0K9TN,Y3Y126NFO68ZVYQ,WDJVLFVQHK,Karur,9777341422,squareinfrasolutions101@example.com,www.squareinfra101.com,Namakkal,Owner 101,MD 101,378,Hierarchical,"Director A101, Director B101",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,10,9,355052339,254805979,Moderate,49596508,33,122,"Excavators, Cranes, Concrete Mixers",High,286,No,Yes,ISO 45001,Low,Non-Compliant,Partial
Square Infra Solutions 102,Pvt Ltd,2006,IZGPZ2UZSK,Z9Q43LXIAMK2POZ,D7JCPKXXBF,Viluppuram,9653188312,squareinfrasolutions102@example.com,www.squareinfra102.com,Theni,Owner 102,MD 102,90,Hierarchical,"Director A102, Director B102",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,9,20,376547643,45137469,Moderate,21412954,87,169,"Excavators, Cranes, Concrete Mixers",Medium,6,Yes,Yes,Not Certified,High,Partial,Compliant
Square Infra Solutions 103,Ltd,2009,776MNHRP3K,TG6VE07RC8NDNR8,UWTQ73TE82,Erode,9670017622,squareinfrasolutions103@example.com,www.squareinfra103.com,Ranipet,Owner 103,MD 103,398,Hierarchical,"Director A103, Director B103",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,13,13,62908188,125658030,At Risk,9813135,36,123,"Excavators, Cranes, Concrete Mixers",Medium,187,Yes,No,ISO 9001,Medium,Compliant,Compliant
Square Infra Solutions 104,Pvt Ltd,2003,UHSAEJ8O0I,ARXMXVTFWJ122XV,T3JZS5PJK8,Thoothukudi,9474544710,squareinfrasolutions104@example.com,www.squareinfra104.com,Krishnagiri,Owner 104,MD 104,436,Hierarchical,"Director A104, Director B104",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,26,24,496119700,212307204,At Risk,48692719,42,32,"Excavators, Cranes, Concrete Mixers",High,243,No,Yes,ISO 14001,High,Compliant,Non-Compliant
Square Infra Solutions 105,Partnership,2007,FE7YNFEUOO,FAQA06OCGNDNBLQ,NOWIB2QRP6,Tirunelveli,9774030546,squareinfrasolutions105@example.com,www.squareinfra105.com,Thanjavur,Owner 105,MD 105,397,Hierarchical,"Director A105, Director B105",Construction & Infrastructure,Roads & Buildings,Tamil Nadu,20,19,5568272,20223796,Stable,49390567,9,10,"Excavators, Cranes, Concrete Mixers",Medium,216,Yes,No,ISO 14001,Low,Non-Compliant,Partial
